Nombre,Equipo,Precio_Comunio,Precio_Num,Precio_Normalizado,Foto
Alex Sandro,Brazil,"2,67 M",2670000.0,12,https://st.clubcomunio.com/p/808509-0.jpg
Krejci,Czech Republic,"2,67 M",2670000.0,12,https://st.clubcomunio.com/p/345911.jpg
Svensson,Sweden,"2,66 M",2660000.0,12,https://st.clubcomunio.com/p/579287.jpg
Almada,Argentina,"2,62 M",2620000.0,12,https://st.clubcomunio.com/p/576028.jpg
Bensebaini,Algeria,"2,60 M",2600000.0,12,https://st.clubcomunio.com/p/284732-0.jpg
Bentancur,Uruguay,"2,59 M",2590000.0,12,https://st.clubcomunio.com/p/354362-2.jpg
Kaishu Sano,Japan,"2,55 M",2550000.0,12,https://st.clubcomunio.com/p/643574.jpg
Ajer,Norway,"2,54 M",2540000.0,12,https://st.clubcomunio.com/p/328658-1.jpg
Renato Veiga,Portugal,"2,54 M",2540000.0,12,https://st.clubcomunio.com/p/805714-0.jpg
Niakhaté,Senegal,"2,52 M",2520000.0,12,https://st.clubcomunio.com/p/291200-1.jpg
Thorstvedt,Norway,"2,51 M",2510000.0,12,https://st.clubcomunio.com/p/564785-0.jpg
Z.Suzuki,Japan,"2,50 M",2500000.0,12,https://st.clubcomunio.com/p/432298.jpg
Koulibaly,Senegal,"2,50 M",2500000.0,12,https://st.clubcomunio.com/p/93128-2.jpg
Raya,Spain,"2,50 M",2500000.0,12,https://st.clubcomunio.com/p/262749-0.jpg
Rodriguez,Switzerland,"2,50 M",2500000.0,12,https://st.clubcomunio.com/p/86784-0.jpg
Endo,Japan,"2,49 M",2490000.0,12,https://st.clubcomunio.com/p/146310-0.jpg
Brown,Germany,"2,48 M",2480000.0,12,https://st.clubcomunio.com/p/691892.jpg
G. Varela,Uruguay,"2,47 M",2470000.0,12,https://st.clubcomunio.com/p/188862-0.jpg
Coufal,Czech Republic,"2,46 M",2460000.0,12,https://st.clubcomunio.com/p/157672-0.jpg
J. Ito,Japan,"2,46 M",2460000.0,12,https://st.clubcomunio.com/p/348791-0.jpg
Maza,Algeria,"2,43 M",2430000.0,12,https://st.clubcomunio.com/p/905011.jpg
Posch,Austria,"2,43 M",2430000.0,12,https://st.clubcomunio.com/p/223974-0.jpg
Thiago,Brazil,"2,42 M",2420000.0,12,https://st.clubcomunio.com/p/739443.jpg
Sulc,Czech Republic,"2,42 M",2420000.0,12,https://st.clubcomunio.com/p/500053.jpg
Ordoñez,Ecuador,"2,42 M",2420000.0,12,https://st.clubcomunio.com/p/893661.jpg
M. Nunes,Portugal,"2,41 M",2410000.0,12,https://st.clubcomunio.com/p/601883-0.jpg
Digne,France,"2,40 M",2400000.0,12,https://st.clubcomunio.com/p/126664-1.jpg
Sanabria,Paraguay,"2,40 M",2400000.0,12,https://st.clubcomunio.com/p/234523-1.jpg
E. Mendy,Senegal,"2,39 M",2390000.0,12,https://st.clubcomunio.com/p/442531-1.jpg
Ozan Kabak,Turkey,"2,38 M",2380000.0,12,https://st.clubcomunio.com/p/361260-0.jpg
A. Robinson,USA,"2,38 M",2380000.0,12,https://st.clubcomunio.com/p/349701-1.jpg
Baumann,Germany,"2,37 M",2370000.0,12,https://st.clubcomunio.com/p/55089-0.jpg
Muharemovic,Bosnia-Herzegovina,"2,35 M",2350000.0,11,https://st.clubcomunio.com/p/679423.jpg
Diop,Morocco,"2,33 M",2330000.0,11,https://st.clubcomunio.com/p/272622-1.jpg
Debast,Belgium,"2,32 M",2320000.0,11,https://st.clubcomunio.com/p/548193-0.jpg
E. Diouf,Senegal,"2,32 M",2320000.0,11,https://st.clubcomunio.com/p/1111589-0.jpg
Watkins,England,"2,31 M",2310000.0,11,https://st.clubcomunio.com/p/324358-0.jpg
Cucho Hernandez,Colombia,"2,29 M",2290000.0,11,https://st.clubcomunio.com/p/459463-1.jpg
J.Ayew,Ghana,"2,29 M",2290000.0,11,https://st.clubcomunio.com/p/108354-1.jpg
Widmer,Switzerland,"2,29 M",2290000.0,11,https://st.clubcomunio.com/p/168989-0.jpg
Vasilj,Bosnia-Herzegovina,"2,26 M",2260000.0,11,https://st.clubcomunio.com/p/248454.jpg
N. Semedo,Portugal,"2,26 M",2260000.0,11,https://st.clubcomunio.com/p/231572-1.jpg
Pape Sarr,Senegal,"2,23 M",2230000.0,11,https://st.clubcomunio.com/p/568693-0.jpg
Guessand,Ivory Coast,"2,19 M",2190000.0,11,https://st.clubcomunio.com/p/500689-0.jpg
Edson Álvarez,Mexico,"2,19 M",2190000.0,11,https://st.clubcomunio.com/p/401356-1.jpg
Kolasinac,Bosnia-Herzegovina,"2,18 M",2180000.0,11,https://st.clubcomunio.com/p/94005-2.jpg
Lindelof,Sweden,"2,18 M",2180000.0,11,https://st.clubcomunio.com/p/184573-3.jpg
Aursnes,Norway,"2,17 M",2170000.0,11,https://st.clubcomunio.com/p/223367-0.jpg
Almirón,Paraguay,"2,16 M",2160000.0,11,https://st.clubcomunio.com/p/272999-1.jpg
Vlasic,Croatia,"2,14 M",2140000.0,11,https://st.clubcomunio.com/p/293200-2.jpg
Chaibi,Algeria,"2,11 M",2110000.0,11,https://st.clubcomunio.com/p/855015-0.jpg
Jae-sung Lee,South Korea,"2,11 M",2110000.0,11,https://st.clubcomunio.com/p/314398-1.jpg
Alderete,Paraguay,"2,10 M",2100000.0,11,https://st.clubcomunio.com/p/353032-0.jpg
Reyna,USA,"2,10 M",2100000.0,11,https://st.clubcomunio.com/p/504215-2.jpg
Hien,Sweden,"2,09 M",2089999.9999999998,11,https://st.clubcomunio.com/p/503075-0.jpg
Chukwuemeka,Austria,"2,08 M",2080000.0,11,https://st.clubcomunio.com/p/659459-0.jpg
Leweling,Germany,"2,07 M",2069999.9999999998,11,https://st.clubcomunio.com/p/518505-0.jpg
Amoura,Algeria,"2,06 M",2060000.0,11,https://st.clubcomunio.com/p/746910.jpg
Mojica,Colombia,"2,06 M",2060000.0,11,https://st.clubcomunio.com/p/262939-2.jpg
Y. Ayari,Sweden,"2,06 M",2060000.0,11,https://st.clubcomunio.com/p/667287.jpg
I. Kone,Canada,"2,05 M",2049999.9999999998,11,https://st.clubcomunio.com/p/921655-0.jpg
Strand Larsen,Norway,"2,05 M",2049999.9999999998,11,https://st.clubcomunio.com/p/429983-0.jpg
Enciso,Paraguay,"2,05 M",2049999.9999999998,11,https://st.clubcomunio.com/p/660867-0.jpg
Khusanov,Uzbekistan,"2,05 M",2049999.9999999998,11,https://st.clubcomunio.com/p/763079-0.jpg
Estupiñán,Ecuador,"2,04 M",2040000.0,11,https://st.clubcomunio.com/p/349599-1.jpg
Zeki Çelik,Turkey,"2,04 M",2040000.0,11,https://st.clubcomunio.com/p/251075-0.jpg
Sangaré,Ivory Coast,"2,01 M",2009999.9999999998,11,https://st.clubcomunio.com/p/375885-0.jpg
Dédic,Bosnia-Herzegovina,"1,99 M",1990000.0,11,https://st.clubcomunio.com/p/519184-0.jpg
Kossounou,Ivory Coast,"1,96 M",1960000.0,11,https://st.clubcomunio.com/p/644771-0.jpg
Wimmer,Austria,"1,93 M",1930000.0,11,https://st.clubcomunio.com/p/533295-0.jpg
Brian Gutiérrez,Mexico,"1,93 M",1930000.0,11,https://st.clubcomunio.com/p/724443.jpg
Rochet,Uruguay,"1,93 M",1930000.0,11,https://st.clubcomunio.com/p/264014-0.jpg
Alvarado,Mexico,"1,92 M",1920000.0,11,https://st.clubcomunio.com/p/353583-0.jpg
Bobb,Norway,"1,92 M",1920000.0,11,https://st.clubcomunio.com/p/661207.jpg
Aouar,Algeria,"1,91 M",1910000.0,11,https://st.clubcomunio.com/p/395693-2.jpg
Madueke,England,"1,91 M",1910000.0,11,https://st.clubcomunio.com/p/503987-1.jpg
Pathé Ciss,Senegal,"1,90 M",1900000.0,11,https://st.clubcomunio.com/p/525578-1.jpg
Wanner,Austria,"1,89 M",1890000.0,11,https://st.clubcomunio.com/p/900909-0.jpg
Oulai,Ivory Coast,"1,89 M",1890000.0,11,https://st.clubcomunio.com/p/1279526.jpg
Adingra,Ivory Coast,"1,89 M",1890000.0,11,https://st.clubcomunio.com/p/658536-0.jpg
van Hecke,Netherlands,"1,89 M",1890000.0,11,https://st.clubcomunio.com/p/576314-0.jpg
Hyeon-gyu Oh,South Korea,"1,89 M",1890000.0,11,https://st.clubcomunio.com/p/639246-0.jpg
Lucumí,Colombia,"1,88 M",1880000.0,11,https://st.clubcomunio.com/p/413565-1.jpg
Diego Gómez,Paraguay,"1,87 M",1870000.0,10,https://st.clubcomunio.com/p/996897.jpg
Irvine,Australia,"1,86 M",1860000.0,10,https://st.clubcomunio.com/p/192557.jpg
Wissa,DR Congo,"1,86 M",1860000.0,10,https://st.clubcomunio.com/p/388165-0.jpg
Witsel,Belgium,"1,85 M",1850000.0,10,https://st.clubcomunio.com/p/35047-2.jpg
Baturina,Croatia,"1,82 M",1820000.0,10,https://st.clubcomunio.com/p/580451-0.jpg
Nyland,Norway,"1,82 M",1820000.0,10,https://st.clubcomunio.com/p/73517-0.jpg
Gustavo Gomez,Paraguay,"1,82 M",1820000.0,10,https://st.clubcomunio.com/p/215390.jpg
Weah,USA,"1,82 M",1820000.0,10,https://st.clubcomunio.com/p/370846-0.jpg
De Winter,Belgium,"1,81 M",1810000.0,10,https://st.clubcomunio.com/p/490384-0.jpg
Hee-chan Hwang,South Korea,"1,80 M",1800000.0,10,https://st.clubcomunio.com/p/292246-1.jpg
Mert Müldür,Turkey,"1,80 M",1800000.0,10,https://st.clubcomunio.com/p/353922-0.jpg
Katic,Bosnia-Herzegovina,"1,79 M",1790000.0,10,https://st.clubcomunio.com/p/422051.jpg
Gouiri,Algeria,"1,78 M",1780000.0,10,https://st.clubcomunio.com/p/418659-0.jpg
Rangel,Mexico,"1,78 M",1780000.0,10,https://st.clubcomunio.com/p/802855.jpg
Hranac,Czech Republic,"1,74 M",1740000.0,10,https://st.clubcomunio.com/p/620217.jpg
Trézéguet,Egypt,"1,74 M",1740000.0,10,https://st.clubcomunio.com/p/234189-0.jpg
C. Montes,Mexico,"1,74 M",1740000.0,10,https://st.clubcomunio.com/p/387687-0.jpg
Mwene,Austria,"1,73 M",1730000.0,10,https://st.clubcomunio.com/p/127573-0.jpg
Oluwaseyi,Canada,"1,73 M",1730000.0,10,https://st.clubcomunio.com/p/972465.jpg
Galindez,Ecuador,"1,73 M",1730000.0,10,https://st.clubcomunio.com/p/77127-0.jpg
Singo,Ivory Coast,"1,71 M",1710000.0,10,https://st.clubcomunio.com/p/648779-0.jpg
Santiago Giménez,Mexico,"1,71 M",1710000.0,10,https://st.clubcomunio.com/p/552955-0.jpg
El Aynaoui,Morocco,"1,71 M",1710000.0,10,https://st.clubcomunio.com/p/901019-0.jpg
Wolfe,Norway,"1,70 M",1700000.0,10,https://st.clubcomunio.com/p/661427.jpg
C. Vargas,Colombia,"1,69 M",1690000.0,10,https://st.clubcomunio.com/p/74113.jpg
Groß,Germany,"1,69 M",1690000.0,10,https://st.clubcomunio.com/p/82873-2.jpg
Ryan,Australia,"1,68 M",1680000.0,10,https://st.clubcomunio.com/p/128969-2.jpg
Tomiyasu,Japan,"1,68 M",1680000.0,10,https://st.clubcomunio.com/p/331560-1.jpg
Caleta-Car,Croatia,"1,67 M",1670000.0,10,https://st.clubcomunio.com/p/238266-1.jpg
Provod,Czech Republic,"1,67 M",1670000.0,10,https://st.clubcomunio.com/p/292779.jpg
G. Doue,Ivory Coast,"1,67 M",1670000.0,10,https://st.clubcomunio.com/p/711980-0.jpg
Castrop,South Korea,"1,67 M",1670000.0,10,https://st.clubcomunio.com/p/613192.jpg
Muslera,Uruguay,"1,67 M",1670000.0,10,https://st.clubcomunio.com/p/58088-1.jpg
Diatta,Senegal,"1,66 M",1660000.0,10,https://st.clubcomunio.com/p/490426-0.jpg
Gusto,France,"1,64 M",1640000.0,10,https://st.clubcomunio.com/p/620322-1.jpg
Bremer,Brazil,"1,63 M",1630000.0,10,https://st.clubcomunio.com/p/516716-0.jpg
Luiz Henrique,Brazil,"1,63 M",1630000.0,10,https://st.clubcomunio.com/p/800175-0.jpg
Marco Pasalic,Croatia,"1,63 M",1630000.0,10,https://st.clubcomunio.com/p/395928.jpg
P. Berg,Norway,"1,63 M",1630000.0,10,https://st.clubcomunio.com/p/308439-0.jpg
Tabakovic,Bosnia-Herzegovina,"1,61 M",1610000.0,10,https://st.clubcomunio.com/p/203123.jpg
Okafor,Switzerland,"1,61 M",1610000.0,10,https://st.clubcomunio.com/p/346890-0.jpg
Mandi,Algeria,"1,60 M",1600000.0,10,https://st.clubcomunio.com/p/80293-2.jpg
Affengruber,Austria,"1,60 M",1600000.0,10,https://st.clubcomunio.com/p/452483.jpg
Vanaken,Belgium,"1,59 M",1590000.0,10,https://st.clubcomunio.com/p/137576-0.jpg
Danso,Austria,"1,58 M",1580000.0,10,https://st.clubcomunio.com/p/263236-0.jpg
Eustaquio,Canada,"1,58 M",1580000.0,10,https://st.clubcomunio.com/p/512913-0.jpg
Lucas Hernández,France,"1,58 M",1580000.0,10,https://st.clubcomunio.com/p/281963-4.jpg
T. Livramento,England,"1,57 M",1570000.0,10,https://st.clubcomunio.com/p/503981-0.jpg
Pubill,Spain,"1,57 M",1570000.0,10,https://st.clubcomunio.com/p/844637-1.jpg
A. Schlager,Austria,"1,56 M",1560000.0,10,https://st.clubcomunio.com/p/186374-0.jpg
Bakambu,DR Congo,"1,56 M",1560000.0,10,https://st.clubcomunio.com/p/127048-2.jpg
Brobbey,Netherlands,"1,56 M",1560000.0,10,https://st.clubcomunio.com/p/473169-0.jpg
Christie,Scotland,"1,56 M",1560000.0,10,https://st.clubcomunio.com/p/188077-0.jpg
Amiri,Germany,"1,55 M",1550000.0,10,https://st.clubcomunio.com/p/232454-0.jpg
Yeremy Pino,Spain,"1,55 M",1550000.0,10,https://st.clubcomunio.com/p/568157-3.jpg
Viñas,Uruguay,"1,55 M",1550000.0,10,https://st.clubcomunio.com/p/578419.jpg
Lo Celso,Argentina,"1,54 M",1540000.0,10,https://st.clubcomunio.com/p/348795-2.jpg
Jorge Sánchez,Mexico,"1,54 M",1540000.0,10,https://st.clubcomunio.com/p/356044-0.jpg
Adams,Scotland,"1,54 M",1540000.0,10,https://st.clubcomunio.com/p/346779-0.jpg
Wan-Bissaka,DR Congo,"1,53 M",1530000.0,10,https://st.clubcomunio.com/p/477758-2.jpg
J. Yeboah,Ecuador,"1,53 M",1530000.0,10,https://st.clubcomunio.com/p/439914.jpg
Beier,Germany,"1,53 M",1530000.0,10,https://st.clubcomunio.com/p/578392-0.jpg
L. Camara,Senegal,"1,53 M",1530000.0,10,https://st.clubcomunio.com/p/918969-0.jpg
Fabinho,Brazil,"1,52 M",1520000.0,10,https://st.clubcomunio.com/p/225693-2.jpg
Trincao,Portugal,"1,52 M",1520000.0,10,https://st.clubcomunio.com/p/412669-1.jpg
McKenna,Scotland,"1,52 M",1520000.0,10,https://st.clubcomunio.com/p/255906-1.jpg
Schjelderup,Norway,"1,51 M",1510000.0,10,https://st.clubcomunio.com/p/670103-0.jpg
H. Diarra,Senegal,"1,51 M",1510000.0,10,https://st.clubcomunio.com/p/876631-0.jpg
Angulo,Ecuador,"1,50 M",1500000.0,10,https://st.clubcomunio.com/p/903611-0.jpg
Han-beom Lee,South Korea,"1,50 M",1500000.0,10,https://st.clubcomunio.com/p/706963.jpg
Heggem,Norway,"1,48 M",1480000.0,10,https://st.clubcomunio.com/p/464469.jpg
Hauge,Norway,"1,48 M",1480000.0,10,https://st.clubcomunio.com/p/422355-0.jpg
Larin,Canada,"1,47 M",1470000.0,10,https://st.clubcomunio.com/p/343463-0.jpg
Richards,USA,"1,47 M",1470000.0,10,https://st.clubcomunio.com/p/578539-0.jpg
Joan García,Spain,"1,46 M",1460000.0,10,https://st.clubcomunio.com/p/561613-0.jpg
D. Zakaria,Switzerland,"1,45 M",1450000.0,10,https://st.clubcomunio.com/p/334526-1.jpg
Pellistri,Uruguay,"1,45 M",1450000.0,10,https://st.clubcomunio.com/p/676318-2.jpg
Bajraktarevic,Bosnia-Herzegovina,"1,41 M",1410000.0,10,https://st.clubcomunio.com/p/925862.jpg
Darida,Czech Republic,"1,41 M",1410000.0,10,https://st.clubcomunio.com/p/179643-0.jpg
Aebischer,Switzerland,"1,41 M",1410000.0,10,https://st.clubcomunio.com/p/237658-0.jpg
Hickey,Scotland,"1,40 M",1400000.0,10,https://st.clubcomunio.com/p/591949-0.jpg
Jakobs,Senegal,"1,40 M",1400000.0,10,https://st.clubcomunio.com/p/375137-2.jpg
In-beom Hwang,South Korea,"1,40 M",1400000.0,10,https://st.clubcomunio.com/p/365394-0.jpg
Nico González,Argentina,"1,39 M",1390000.0,10,https://st.clubcomunio.com/p/486031-0.jpg
S. Al-Dawsari,Saudi Arabia,"1,39 M",1390000.0,10,https://st.clubcomunio.com/p/195332-0.jpg
Fidalgo,Mexico,"1,36 M",1360000.0,9,https://st.clubcomunio.com/p/261503.jpg
Wood,New Zealand,"1,35 M",1350000.0,9,https://st.clubcomunio.com/p/108725-1.jpg
Mejbri,Tunisia,"1,35 M",1350000.0,9,https://st.clubcomunio.com/p/607224-1.jpg
Gilberto Mora,Mexico,"1,33 M",1330000.0,9,https://st.clubcomunio.com/p/1155723.jpg
McKenzie,USA,"1,30 M",1300000.0,9,https://st.clubcomunio.com/p/429259.jpg
Rahimi,Morocco,"1,29 M",1290000.0,9,https://st.clubcomunio.com/p/598506-0.jpg
Yerry Mina,Colombia,"1,28 M",1280000.0,9,https://st.clubcomunio.com/p/289446-2.jpg
Hany,Egypt,"1,27 M",1270000.0,9,https://st.clubcomunio.com/p/343974.jpg
Matanovic,Croatia,"1,26 M",1260000.0,9,https://st.clubcomunio.com/p/605268.jpg
Víctor Muñoz,Spain,"1,26 M",1260000.0,9,https://st.clubcomunio.com/p/935231.jpg
Shomurodov,Uzbekistan,"1,26 M",1260000.0,9,https://st.clubcomunio.com/p/358166-0.jpg
Danilo,Brazil,"1,25 M",1250000.0,9,https://st.clubcomunio.com/p/145707-2.jpg
M. Sarr,Senegal,"1,25 M",1250000.0,9,https://st.clubcomunio.com/p/910905-1.jpg
Foster,South Africa,"1,25 M",1250000.0,9,https://st.clubcomunio.com/p/467623-0.jpg
Bergvall,Sweden,"1,25 M",1250000.0,9,https://st.clubcomunio.com/p/866246.jpg
Kluivert,Netherlands,"1,24 M",1240000.0,9,https://st.clubcomunio.com/p/330659-1.jpg
A. Johnston,Canada,"1,21 M",1210000.0,9,https://st.clubcomunio.com/p/637446-1.jpg
Douglas Santos,Brazil,"1,20 M",1200000.0,9,https://st.clubcomunio.com/p/220793.jpg
Tamari,Jordan,"1,20 M",1200000.0,9,https://st.clubcomunio.com/p/551505-0.jpg
Plata,Ecuador,"1,19 M",1190000.0,9,https://st.clubcomunio.com/p/592735-0.jpg
Quiñones,Mexico,"1,19 M",1190000.0,9,https://st.clubcomunio.com/p/416090.jpg
Gudmondsson,Sweden,"1,19 M",1190000.0,9,https://st.clubcomunio.com/p/362108-0.jpg
Y. Fofana,Ivory Coast,"1,17 M",1170000.0,9,https://st.clubcomunio.com/p/418651-1.jpg
Agbadou,Ivory Coast,"1,17 M",1170000.0,9,https://st.clubcomunio.com/p/683895-0.jpg
Canobbio,Uruguay,"1,17 M",1170000.0,9,https://st.clubcomunio.com/p/457533-0.jpg
Hlozek,Czech Republic,"1,16 M",1160000.0,9,https://st.clubcomunio.com/p/552057-0.jpg
Guedes,Portugal,"1,16 M",1160000.0,9,https://st.clubcomunio.com/p/225122-2.jpg
Vega,Mexico,"1,15 M",1150000.0,9,https://st.clubcomunio.com/p/424689-0.jpg
Jhon Córdoba,Colombia,"1,14 M",1140000.0,9,https://st.clubcomunio.com/p/185245-1.jpg
Watanabe,Japan,"1,14 M",1140000.0,9,https://st.clubcomunio.com/p/598791.jpg
Lagerbielke,Sweden,"1,14 M",1140000.0,9,https://st.clubcomunio.com/p/485395-0.jpg
Pepi,USA,"1,14 M",1140000.0,9,https://st.clubcomunio.com/p/627207-0.jpg
Bonny,Ivory Coast,"1,14 M",1140000.0,9,https://st.clubcomunio.com/p/827734.jpg
Pongracic,Croatia,"1,13 M",1130000.0,9,https://st.clubcomunio.com/p/282144-0.jpg
Y. Suzuki,Japan,"1,12 M",1120000.0,9,https://st.clubcomunio.com/p/668606.jpg
Karlstrom,Sweden,"1,11 M",1110000.0,9,https://st.clubcomunio.com/p/222855.jpg
Lira,Mexico,"1,10 M",1100000.0,9,https://st.clubcomunio.com/p/602324-0.jpg
Sibo,Ghana,"1,09 M",1090000.0,9,https://st.clubcomunio.com/p/538006-0.jpg
Lang,Netherlands,"1,09 M",1090000.0,9,https://st.clubcomunio.com/p/339332-0.jpg
Salih Özcan,Turkey,"1,09 M",1090000.0,9,https://st.clubcomunio.com/p/244940-0.jpg
Deniz Gül,Turkey,"1,08 M",1080000.0,9,https://st.clubcomunio.com/p/1063292.jpg
Éderson,Brazil,"1,07 M",1070000.0,9,https://st.clubcomunio.com/p/607854-0.jpg
Wahi,Ivory Coast,"1,07 M",1070000.0,9,https://st.clubcomunio.com/p/659542-0.jpg
Zizo,Egypt,"1,06 M",1060000.0,9,https://st.clubcomunio.com/p/320722.jpg
Crepeau,Canada,"1,04 M",1040000.0,9,https://st.clubcomunio.com/p/189014-0.jpg
Summervile,Netherlands,1 M,1000000.0,9,https://st.clubcomunio.com/p/474701-0.jpg
Bentaleb,Algeria,990 K,990000.0,9,https://st.clubcomunio.com/p/245537-1.jpg
Anton,Germany,970 K,970000.0,9,https://st.clubcomunio.com/p/344069-0.jpg
B. Touré,Ivory Coast,960 K,960000.0,9,https://st.clubcomunio.com/p/1067904.jpg
Ream,USA,940 K,940000.0,9,https://st.clubcomunio.com/p/145466-0.jpg
Moussa,Algeria,930 K,930000.0,9,https://st.clubcomunio.com/p/917911.jpg
Gallardo,Mexico,930 K,930000.0,9,https://st.clubcomunio.com/p/344854-0.jpg
Starfelt,Sweden,910 K,910000.0,9,https://st.clubcomunio.com/p/258987-0.jpg
Luca Zidane,Algeria,900 K,900000.0,9,https://st.clubcomunio.com/p/283489-1.jpg
Grillitsch,Austria,890 K,890000.0,8,https://st.clubcomunio.com/p/195736-0.jpg
Sidny Cabral,Cape Verde,890 K,890000.0,8,https://st.clubcomunio.com/p/611855.jpg
L. Sucic,Croatia,890 K,890000.0,8,https://st.clubcomunio.com/p/502722-0.jpg
Borja Iglesias,Spain,890 K,890000.0,8,https://st.clubcomunio.com/p/278359-2.jpg
J. Henderson,England,880 K,880000.0,8,https://st.clubcomunio.com/p/61651-2.jpg
S. Fofana,Ivory Coast,880 K,880000.0,8,https://st.clubcomunio.com/p/182893-0.jpg
Mokoena,South Africa,880 K,880000.0,8,https://st.clubcomunio.com/p/436372.jpg
Barco,Argentina,880 K,880000.0,8,https://st.clubcomunio.com/p/849410.jpg
Franco,Ecuador,870 K,870000.0,8,https://st.clubcomunio.com/p/400960-0.jpg
Adjetey,Ghana,860 K,860000.0,8,https://st.clubcomunio.com/p/734676.jpg
Obed Vargas,Mexico,860 K,860000.0,8,https://st.clubcomunio.com/p/889435.jpg
Q. Timber,Netherlands,860 K,860000.0,8,https://st.clubcomunio.com/p/420213-0.jpg
Bobadilla,Paraguay,860 K,860000.0,8,https://st.clubcomunio.com/p/861852.jpg
R. Williams,South Africa,860 K,860000.0,8,https://st.clubcomunio.com/p/175577.jpg
Ezatolahi,Iran,850 K,850000.0,8,https://st.clubcomunio.com/p/249271-0.jpg
Beiranvand,Iran,840 K,840000.0,8,https://st.clubcomunio.com/p/229081-0.jpg
De la Cruz,Uruguay,840 K,840000.0,8,https://st.clubcomunio.com/p/397458-0.jpg
O'Neill,Australia,830 K,830000.0,8,https://st.clubcomunio.com/p/385918.jpg
Freese,USA,830 K,830000.0,8,https://st.clubcomunio.com/p/500309.jpg
Toney,England,830 K,830000.0,8,https://st.clubcomunio.com/p/251664-0.jpg
Kalajdžić,Austria,820 K,820000.0,8,https://st.clubcomunio.com/p/369567-2.jpg
Ederson,Brazil,820 K,820000.0,8,https://st.clubcomunio.com/p/238223-2.jpg
Riad,Morocco,820 K,820000.0,8,https://st.clubcomunio.com/p/689637.jpg
Weghorst,Netherlands,820 K,820000.0,8,https://st.clubcomunio.com/p/228645-2.jpg
Thorsby,Norway,820 K,820000.0,8,https://st.clubcomunio.com/p/226524-0.jpg
A. Diao,Senegal,820 K,820000.0,8,https://st.clubcomunio.com/p/1061282-0.jpg
Tuanzebe,DR Congo,800 K,800000.0,8,https://st.clubcomunio.com/p/342046-0.jpg
Fathy,Egypt,790 K,790000.0,8,https://st.clubcomunio.com/p/340303.jpg
Spence,England,790 K,790000.0,8,https://st.clubcomunio.com/p/483348-0.jpg
Tierney,Scotland,790 K,790000.0,8,https://st.clubcomunio.com/p/300716-1.jpg
Doak,Scotland,790 K,790000.0,8,https://st.clubcomunio.com/p/719673.jpg
O. Diomande,Ivory Coast,780 K,780000.0,8,https://st.clubcomunio.com/p/974982.jpg
Eren Elmalı,Turkey,780 K,780000.0,8,https://st.clubcomunio.com/p/616894.jpg
Shobeir,Egypt,770 K,770000.0,8,https://st.clubcomunio.com/p/661455.jpg
Turner,USA,770 K,770000.0,8,https://st.clubcomunio.com/p/425306-1.jpg
Ngoy,Belgium,760 K,760000.0,8,https://st.clubcomunio.com/p/548254.jpg
Laryea,Canada,760 K,760000.0,8,https://st.clubcomunio.com/p/417348-0.jpg
Seri,Ivory Coast,760 K,760000.0,8,https://st.clubcomunio.com/p/178614-1.jpg
Irankunda,Australia,750 K,750000.0,8,https://st.clubcomunio.com/p/956920.jpg
R. Mendes,Cape Verde,750 K,750000.0,8,https://st.clubcomunio.com/p/111627.jpg
Akliouche,France,750 K,750000.0,8,https://st.clubcomunio.com/p/745200-0.jpg
Mateta,France,750 K,750000.0,8,https://st.clubcomunio.com/p/420002-1.jpg
Hato,Netherlands,750 K,750000.0,8,https://st.clubcomunio.com/p/904802.jpg
Junior Alonso,Paraguay,740 K,740000.0,8,https://st.clubcomunio.com/p/273000.jpg
Israel Reyes,Mexico,730 K,730000.0,8,https://st.clubcomunio.com/p/687558-0.jpg
Bouaddi,Morocco,720 K,720000.0,8,https://st.clubcomunio.com/p/1097139.jpg
Konan,Ivory Coast,700 K,700000.0,8,https://st.clubcomunio.com/p/422850-0.jpg
Afif,Qatar,700 K,700000.0,8,https://st.clubcomunio.com/p/336646-1.jpg
Abdullaev,Uzbekistan,700 K,700000.0,8,https://st.clubcomunio.com/p/570272.jpg
Tahirovic,Bosnia-Herzegovina,690 K,690000.0,8,https://st.clubcomunio.com/p/787907-0.jpg
Musa,Croatia,690 K,690000.0,8,https://st.clubcomunio.com/p/387110-0.jpg
Mbemba,DR Congo,690 K,690000.0,8,https://st.clubcomunio.com/p/203348-0.jpg
Hendry,Scotland,690 K,690000.0,8,https://st.clubcomunio.com/p/363223-0.jpg
Mpasi,DR Congo,680 K,680000.0,8,https://st.clubcomunio.com/p/164915.jpg
Isidor,Haiti,680 K,680000.0,8,https://st.clubcomunio.com/p/494237.jpg
Sugawara,Japan,680 K,680000.0,8,https://st.clubcomunio.com/p/405385.jpg
Gunn,Scotland,680 K,680000.0,8,https://st.clubcomunio.com/p/201574-0.jpg
İrfan Can Kahveci,Turkey,680 K,680000.0,8,https://st.clubcomunio.com/p/216603.jpg
P. David,Canada,650 K,650000.0,8,https://st.clubcomunio.com/p/888785.jpg
Geertruida,Netherlands,650 K,650000.0,8,https://st.clubcomunio.com/p/420210-0.jpg
J. Cáceres,Paraguay,650 K,650000.0,8,https://st.clubcomunio.com/p/756494.jpg
Circati,Australia,640 K,640000.0,8,https://st.clubcomunio.com/p/867137.jpg
Cornelius,Canada,640 K,640000.0,8,https://st.clubcomunio.com/p/328609-0.jpg
