Nombre,Equipo,Precio_Comunio,Precio_Num,Precio_Normalizado,Foto
Bongonda,DR Congo,640 K,640000.0,8,https://st.clubcomunio.com/p/280701-3.jpg
Sow,Switzerland,640 K,640000.0,8,https://st.clubcomunio.com/p/212723-0.jpg
Khedira,Tunisia,640 K,640000.0,8,https://st.clubcomunio.com/p/124410-0.jpg
Hrustic,Australia,630 K,630000.0,8,https://st.clubcomunio.com/p/265625-0.jpg
Vite,Ecuador,630 K,630000.0,8,https://st.clubcomunio.com/p/659806.jpg
Ouedraogo,Germany,630 K,630000.0,8,https://st.clubcomunio.com/p/897424.jpg
A. Murillo,Panama,630 K,630000.0,8,https://st.clubcomunio.com/p/354482-0.jpg
I. Mbaye,Senegal,630 K,630000.0,8,https://st.clubcomunio.com/p/1185888-0.jpg
Danilo Oliveira,Brazil,630 K,630000.0,8,https://st.clubcomunio.com/p/808509-0.jpg
St. Clair,Canada,620 K,620000.0,8,https://st.clubcomunio.com/p/439750-0.jpg
Chaloupek,Czech Republic,620 K,620000.0,8,https://st.clubcomunio.com/p/944827.jpg
Chory,Czech Republic,620 K,620000.0,8,https://st.clubcomunio.com/p/198614-0.jpg
Ghoddos,Iran,620 K,620000.0,8,https://st.clubcomunio.com/p/204294-0.jpg
Freeman,USA,620 K,620000.0,8,https://st.clubcomunio.com/p/985806.jpg
S. Arias,Colombia,610 K,610000.0,8,https://st.clubcomunio.com/p/120443-1.jpg
Moutoussamy,DR Congo,610 K,610000.0,8,https://st.clubcomunio.com/p/353403-0.jpg
Thiaw,Germany,610 K,610000.0,8,https://st.clubcomunio.com/p/521964-0.jpg
A. Mendy,Senegal,610 K,610000.0,8,https://st.clubcomunio.com/p/891998-0.jpg
Rayan,Brazil,600 K,600000.0,8,https://st.clubcomunio.com/p/1012564.jpg
Ali Ahmed,Canada,600 K,600000.0,8,https://st.clubcomunio.com/p/995642.jpg
Yirenkyi,Ghana,600 K,600000.0,8,https://st.clubcomunio.com/p/1240763.jpg
Scally,USA,600 K,600000.0,8,https://st.clubcomunio.com/p/504153-0.jpg
Quintero,Colombia,590 K,590000.0,8,https://st.clubcomunio.com/p/122582.jpg
Nordfeldt,Sweden,590 K,590000.0,8,https://st.clubcomunio.com/p/75890-1.jpg
Kanno,Saudi Arabia,580 K,580000.0,8,https://st.clubcomunio.com/p/308120-0.jpg
Hanley,Scotland,580 K,580000.0,8,https://st.clubcomunio.com/p/121385-0.jpg
Montiel,Argentina,570 K,570000.0,8,https://st.clubcomunio.com/p/402733-0.jpg
Rabia,Egypt,570 K,570000.0,8,https://st.clubcomunio.com/p/172623.jpg
Mohebi,Iran,570 K,570000.0,8,https://st.clubcomunio.com/p/1066600.jpg
M. Chávez,Mexico,570 K,570000.0,8,https://st.clubcomunio.com/p/1066953-0.jpg
El Mourabet,Morocco,570 K,570000.0,8,https://st.clubcomunio.com/p/1130514.jpg
Talbi,Tunisia,570 K,570000.0,8,https://st.clubcomunio.com/p/496706-0.jpg
Boudaoui,Algeria,560 K,560000.0,8,https://st.clubcomunio.com/p/560593-0.jpg
Wagner Pina,Cape Verde,560 K,560000.0,8,https://st.clubcomunio.com/p/1072017.jpg
Pineda,Mexico,560 K,560000.0,8,https://st.clubcomunio.com/p/334042-0.jpg
Seung-gyu Kim,South Korea,560 K,560000.0,8,https://st.clubcomunio.com/p/92076-0.jpg
Samu Costa,Portugal,560 K,560000.0,8,https://st.clubcomunio.com/p/657430-0.jpg
C. Talbi,Morocco,560 K,560000.0,8,https://st.clubcomunio.com/p/743384.jpg
Raskin,Belgium,550 K,550000.0,8,https://st.clubcomunio.com/p/422763.jpg
J. Souttar,Scotland,550 K,550000.0,8,https://st.clubcomunio.com/p/235767-0.jpg
Fernández-Pardo,Belgium,550 K,550000.0,8,https://st.clubcomunio.com/p/724129.jpg
H. Souttar,Australia,550 K,550000.0,8,https://st.clubcomunio.com/p/298091.jpg
Tomás Araújo,Portugal,540 K,540000.0,8,https://st.clubcomunio.com/p/504087.jpg
Mofokeng,South Africa,540 K,540000.0,8,https://st.clubcomunio.com/p/1125037.jpg
Jashari,Switzerland,540 K,540000.0,8,https://st.clubcomunio.com/p/608172-0.jpg
Quansah,England,540 K,540000.0,8,https://st.clubcomunio.com/p/632349.jpg
Ibañez,Brazil,530 K,530000.0,8,https://st.clubcomunio.com/p/524481-0.jpg
Masuaku,DR Congo,530 K,530000.0,8,https://st.clubcomunio.com/p/181380-2.jpg
Mohammadi,Iran,530 K,530000.0,8,https://st.clubcomunio.com/p/333355-0.jpg
Maeda,Japan,530 K,530000.0,8,https://st.clubcomunio.com/p/420931-0.jpg
Cáceres,Uruguay,530 K,530000.0,8,https://st.clubcomunio.com/p/532389-0.jpg
Belghali,Algeria,520 K,520000.0,8,https://st.clubcomunio.com/p/864306.jpg
Y. Semedo,Cape Verde,520 K,520000.0,8,https://st.clubcomunio.com/p/620307.jpg
Burn,England,520 K,520000.0,8,https://st.clubcomunio.com/p/134270-1.jpg
Flekken,Netherlands,520 K,520000.0,8,https://st.clubcomunio.com/p/125714-0.jpg
Tambakti,Saudi Arabia,520 K,520000.0,8,https://st.clubcomunio.com/p/509897-0.jpg
Al-Buraikan,Saudi Arabia,520 K,520000.0,8,https://st.clubcomunio.com/p/631922-0.jpg
Young-woo Seol,South Korea,520 K,520000.0,8,https://st.clubcomunio.com/p/639414.jpg
R. Zalazar,Uruguay,520 K,520000.0,8,https://st.clubcomunio.com/p/606752-0.jpg
Ochoa,Mexico,510 K,510000.0,8,https://st.clubcomunio.com/p/29559-1.jpg
Yassine,Morocco,510 K,510000.0,8,https://st.clubcomunio.com/p/207834-3.jpg
Gill,Paraguay,510 K,510000.0,8,https://st.clubcomunio.com/p/643259.jpg
Appollis,South Africa,510 K,510000.0,8,https://st.clubcomunio.com/p/673381.jpg
F. Medina,Argentina,510 K,510000.0,8,https://st.clubcomunio.com/p/474800-0.jpg
Haissem Hassan,Egypt,500 K,500000.0,8,https://st.clubcomunio.com/p/620164-0.jpg
G. Mensah,Ghana,500 K,500000.0,8,https://st.clubcomunio.com/p/397171-0.jpg
Issahaku,Ghana,500 K,500000.0,8,https://st.clubcomunio.com/p/864121-0.jpg
Stamenic,New Zealand,500 K,500000.0,8,https://st.clubcomunio.com/p/617018-0.jpg
Çağlar Söyüncü,Turkey,490 K,490000.0,8,https://st.clubcomunio.com/p/320141-1.jpg
Metcalfe,Australia,480 K,480000.0,8,https://st.clubcomunio.com/p/522223-0.jpg
Friedl,Austria,480 K,480000.0,8,https://st.clubcomunio.com/p/156990-0.jpg
Logan Costa,Cape Verde,480 K,480000.0,8,https://st.clubcomunio.com/p/484988-0.jpg
Carrascal,Colombia,480 K,480000.0,8,https://st.clubcomunio.com/p/354145.jpg
Burgess,Australia,470 K,470000.0,8,https://st.clubcomunio.com/p/255788.jpg
Felix Torres,Ecuador,470 K,470000.0,8,https://st.clubcomunio.com/p/468174-0.jpg
Bellegarde,Haiti,470 K,470000.0,8,https://st.clubcomunio.com/p/450050-1.jpg
Jurasek,Czech Republic,460 K,460000.0,8,https://st.clubcomunio.com/p/500054.jpg
Sadiki,DR Congo,460 K,460000.0,8,https://st.clubcomunio.com/p/727089.jpg
Amdouni,Switzerland,460 K,460000.0,8,https://st.clubcomunio.com/p/548729-0.jpg
Piquerez,Uruguay,460 K,460000.0,8,https://st.clubcomunio.com/p/496268-0.jpg
Doski,Iraq,450 K,450000.0,8,https://st.clubcomunio.com/p/530527.jpg
Diego Moreira,Belgium,450 K,450000.0,8,https://st.clubcomunio.com/p/655006-0.jpg
Prass,Austria,440 K,440000.0,8,https://st.clubcomunio.com/p/434116.jpg
Nelson,Canada,440 K,440000.0,8,https://st.clubcomunio.com/p/dflt.png.jpg
N. Al-Dawsari,Saudi Arabia,440 K,440000.0,8,https://st.clubcomunio.com/p/195332-0.jpg
Mbozaki,South Africa,440 K,440000.0,8,https://st.clubcomunio.com/p/1378320.jpg
Okon,South Africa,440 K,440000.0,8,https://st.clubcomunio.com/p/1107265.jpg
Gharbi,Tunisia,440 K,440000.0,8,https://st.clubcomunio.com/p/810096-0.jpg
Zerrouki,Algeria,430 K,430000.0,8,https://st.clubcomunio.com/p/416660-0.jpg
Alajbegovic,Bosnia-Herzegovina,430 K,430000.0,8,https://st.clubcomunio.com/p/929994.jpg
Ashour,Egypt,430 K,430000.0,8,https://st.clubcomunio.com/p/604008.jpg
Iqbal,Iraq,430 K,430000.0,8,https://st.clubcomunio.com/p/686845.jpg
McLean,Scotland,430 K,430000.0,8,https://st.clubcomunio.com/p/126600-2.jpg
Seung-ho Paik,South Korea,430 K,430000.0,8,https://st.clubcomunio.com/p/282689-0.jpg
Nygren,Sweden,430 K,430000.0,8,https://st.clubcomunio.com/p/475949.jpg
Valery,Tunisia,430 K,430000.0,8,https://st.clubcomunio.com/p/406008-0.jpg
Nuno Da Costa,Cape Verde,420 K,420000.0,8,https://st.clubcomunio.com/p/306166-0.jpg
Opoku,Ghana,420 K,420000.0,8,https://st.clubcomunio.com/p/408563.jpg
Bindon,New Zealand,420 K,420000.0,8,https://st.clubcomunio.com/p/1007720.jpg
Chaouat,Tunisia,420 K,420000.0,8,https://st.clubcomunio.com/p/402087.jpg
Seidu,Ghana,410 K,410000.0,8,https://st.clubcomunio.com/p/798404-0.jpg
Gue-sung Cho,South Korea,410 K,410000.0,8,https://st.clubcomunio.com/p/652537-0.jpg
Fayzullaev,Uzbekistan,410 K,410000.0,8,https://st.clubcomunio.com/p/754037.jpg
W. Semedo,Cape Verde,400 K,400000.0,7,https://st.clubcomunio.com/p/531450.jpg
Elia,DR Congo,400 K,400000.0,7,https://st.clubcomunio.com/p/423678-0.jpg
Nübel,Germany,400 K,400000.0,7,https://st.clubcomunio.com/p/195778-0.jpg
Jahanbakhsh,Iran,400 K,400000.0,7,https://st.clubcomunio.com/p/213268-0.jpg
J. Adams,South Africa,400 K,400000.0,7,https://st.clubcomunio.com/p/804472.jpg
M. Robinson,USA,400 K,400000.0,7,https://st.clubcomunio.com/p/468022.jpg
Memic,Bosnia-Herzegovina,390 K,390000.0,7,https://st.clubcomunio.com/p/638990.jpg
Preciado,Ecuador,390 K,390000.0,7,https://st.clubcomunio.com/p/450241-0.jpg
Adu,Ghana,390 K,390000.0,7,https://st.clubcomunio.com/p/734799.jpg
Pedro Miguel,Qatar,390 K,390000.0,7,https://st.clubcomunio.com/p/228727-0.jpg
Samet Akaydın,Turkey,390 K,390000.0,7,https://st.clubcomunio.com/p/295024.jpg
Chong,Curacao,380 K,380000.0,7,https://st.clubcomunio.com/p/344830-0.jpg
Nemati,Iran,380 K,380000.0,7,https://st.clubcomunio.com/p/527092.jpg
Payne,New Zealand,380 K,380000.0,7,https://st.clubcomunio.com/p/149901.jpg
Barsham,Qatar,380 K,380000.0,7,https://st.clubcomunio.com/p/560423-0.jpg
Makgopa,South Africa,380 K,380000.0,7,https://st.clubcomunio.com/p/746781.jpg
Volpato,Australia,380 K,380000.0,7,https://st.clubcomunio.com/p/746891-0.jpg
Wieffer,Netherlands,380 K,380000.0,7,https://st.clubcomunio.com/p/415381-0.jpg
Pereira,Brazil,370 K,370000.0,7,https://st.clubcomunio.com/p/288431.jpg
Rodrigues,Cape Verde,370 K,370000.0,7,https://st.clubcomunio.com/p/170895-2.jpg
Ospina,Colombia,370 K,370000.0,7,https://st.clubcomunio.com/p/73396-1.jpg
Mbuku,DR Congo,370 K,370000.0,7,https://st.clubcomunio.com/p/557614-0.jpg
Lacroix,France,370 K,370000.0,7,https://st.clubcomunio.com/p/434224-0.jpg
Crocombe,New Zealand,370 K,370000.0,7,https://st.clubcomunio.com/p/207843.jpg
Sosa,Paraguay,370 K,370000.0,7,https://st.clubcomunio.com/p/745191.jpg
J. Bos,Australia,360 K,360000.0,7,https://st.clubcomunio.com/p/855731.jpg
Bombito,Canada,360 K,360000.0,7,https://st.clubcomunio.com/p/1089202.jpg
J. Waterman,Canada,360 K,360000.0,7,https://st.clubcomunio.com/p/441738-0.jpg
Adé,Haiti,360 K,360000.0,7,https://st.clubcomunio.com/p/278145.jpg
Khalilzadeh,Iran,360 K,360000.0,7,https://st.clubcomunio.com/p/213715-0.jpg
Sher,Iraq,360 K,360000.0,7,https://st.clubcomunio.com/p/579294-0.jpg
Al-Ammari,Iraq,360 K,360000.0,7,https://st.clubcomunio.com/p/303766.jpg
Al-Khaibari,Saudi Arabia,360 K,360000.0,7,https://st.clubcomunio.com/p/437903.jpg
Dykes,Scotland,360 K,360000.0,7,https://st.clubcomunio.com/p/347138-0.jpg
Hyun-jun Yang,South Korea,360 K,360000.0,7,https://st.clubcomunio.com/p/853110-0.jpg
Kaan Ayhan,Turkey,360 K,360000.0,7,https://st.clubcomunio.com/p/119031-1.jpg
Amaimouni,Morocco,360 K,360000.0,7,https://st.clubcomunio.com/p/799993.jpg
Obispo,Curacao,350 K,350000.0,7,https://st.clubcomunio.com/p/339337-0.jpg
M. Lasheen,Egypt,350 K,350000.0,7,https://st.clubcomunio.com/p/479682.jpg
F. Pierrot,Haiti,350 K,350000.0,7,https://st.clubcomunio.com/p/492955-0.jpg
Hajsafi,Iran,350 K,350000.0,7,https://st.clubcomunio.com/p/77547-0.jpg
Bjørkan,Norway,350 K,350000.0,7,https://st.clubcomunio.com/p/364938-0.jpg
O. Mosquera,Panama,350 K,350000.0,7,https://st.clubcomunio.com/p/402979.jpg
Rui Silva,Portugal,350 K,350000.0,7,https://st.clubcomunio.com/p/234811-2.jpg
Abdulhamid,Saudi Arabia,350 K,350000.0,7,https://st.clubcomunio.com/p/631927-0.jpg
Aguirre,Uruguay,350 K,350000.0,7,https://st.clubcomunio.com/p/189410.jpg
B. Aaronson,USA,350 K,350000.0,7,https://st.clubcomunio.com/p/393323-0.jpg
Ziko,Egypt,350 K,350000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Mabil,Australia,340 K,340000.0,7,https://st.clubcomunio.com/p/255729-0.jpg
Shaffelburg,Canada,340 K,340000.0,7,https://st.clubcomunio.com/p/637632.jpg
Room,Curacao,340 K,340000.0,7,https://st.clubcomunio.com/p/79294.jpg
Zima,Czech Republic,340 K,340000.0,7,https://st.clubcomunio.com/p/544149-0.jpg
A. Valencia,Ecuador,340 K,340000.0,7,https://st.clubcomunio.com/p/974374-0.jpg
Minda,Ecuador,340 K,340000.0,7,https://st.clubcomunio.com/p/897051.jpg
Asare,Ghana,340 K,340000.0,7,https://st.clubcomunio.com/p/837368.jpg
José Córdoba,Panama,340 K,340000.0,7,https://st.clubcomunio.com/p/698415.jpg
Mandash,Saudi Arabia,340 K,340000.0,7,https://st.clubcomunio.com/p/210349.jpg
Shankland,Scotland,340 K,340000.0,7,https://st.clubcomunio.com/p/225744.jpg
A. Dahmen,Tunisia,340 K,340000.0,7,https://st.clubcomunio.com/p/569433-0.jpg
Shukurov,Uzbekistan,340 K,340000.0,7,https://st.clubcomunio.com/p/294525.jpg
Erlic,Croatia,330 K,330000.0,7,https://st.clubcomunio.com/p/357003-0.jpg
Leandro Bacuna,Curacao,330 K,330000.0,7,https://st.clubcomunio.com/p/126014.jpg
Ati Zigi,Ghana,330 K,330000.0,7,https://st.clubcomunio.com/p/254285-0.jpg
Comert,Switzerland,330 K,330000.0,7,https://st.clubcomunio.com/p/298583-0.jpg
Altay Bayındır,Turkey,330 K,330000.0,7,https://st.clubcomunio.com/p/336077-0.jpg
Wright,USA,330 K,330000.0,7,https://st.clubcomunio.com/p/315291-0.jpg
Basic,Bosnia-Herzegovina,320 K,320000.0,7,https://st.clubcomunio.com/p/620560.jpg
Joao Paulo,Cape Verde,320 K,320000.0,7,https://st.clubcomunio.com/p/623965.jpg
D. Duarte,Cape Verde,320 K,320000.0,7,https://st.clubcomunio.com/p/432852.jpg
Armando González,Mexico,320 K,320000.0,7,https://st.clubcomunio.com/p/837619.jpg
Roefs,Netherlands,320 K,320000.0,7,https://st.clubcomunio.com/p/646991.jpg
Mendes,Qatar,320 K,320000.0,7,https://st.clubcomunio.com/p/83983.jpg
Mastouri,Tunisia,320 K,320000.0,7,https://st.clubcomunio.com/p/953150.jpg
Pentz,Austria,310 K,310000.0,7,https://st.clubcomunio.com/p/223972-0.jpg
Puerta,Colombia,310 K,310000.0,7,https://st.clubcomunio.com/p/936981-0.jpg
Abdelmonem,Egypt,310 K,310000.0,7,https://st.clubcomunio.com/p/566025.jpg
Arcus,Haiti,310 K,310000.0,7,https://st.clubcomunio.com/p/371686.jpg
Fernandez,Paraguay,310 K,310000.0,7,https://st.clubcomunio.com/p/107318.jpg
Ojeda,Paraguay,310 K,310000.0,7,https://st.clubcomunio.com/p/491596-0.jpg
Tae-seok Lee,South Korea,310 K,310000.0,7,https://st.clubcomunio.com/p/639027.jpg
Lammens,Belgium,300 K,300000.0,7,https://st.clubcomunio.com/p/503883-0.jpg
Arcanjo,Cape Verde,300 K,300000.0,7,https://st.clubcomunio.com/p/791528.jpg
Thomas-Asante,Ghana,300 K,300000.0,7,https://st.clubcomunio.com/p/451747.jpg
Modiba,South Africa,300 K,300000.0,7,https://st.clubcomunio.com/p/353432.jpg
Achouri,Tunisia,300 K,300000.0,7,https://st.clubcomunio.com/p/645589-0.jpg
Masharipov,Uzbekistan,300 K,300000.0,7,https://st.clubcomunio.com/p/274536.jpg
Musso,Argentina,290 K,290000.0,7,https://st.clubcomunio.com/p/242359-1.jpg
Leckie,Australia,290 K,290000.0,7,https://st.clubcomunio.com/p/126214-0.jpg
De Fougerolles,Canada,290 K,290000.0,7,https://st.clubcomunio.com/p/921995.jpg
Moro,Croatia,290 K,290000.0,7,https://st.clubcomunio.com/p/316934-0.jpg
D. Henderson,England,290 K,290000.0,7,https://st.clubcomunio.com/p/258919-2.jpg
Operi,Ivory Coast,290 K,290000.0,7,https://st.clubcomunio.com/p/469976.jpg
J. Suzuki,Japan,290 K,290000.0,7,https://st.clubcomunio.com/p/848856.jpg
Surman,New Zealand,290 K,290000.0,7,https://st.clubcomunio.com/p/724809.jpg
Bell,New Zealand,290 K,290000.0,7,https://st.clubcomunio.com/p/345700.jpg
Khoukhi,Qatar,290 K,290000.0,7,https://st.clubcomunio.com/p/222669-0.jpg
Svanberg,Sweden,290 K,290000.0,7,https://st.clubcomunio.com/p/342405-0.jpg
Amenda,Switzerland,290 K,290000.0,7,https://st.clubcomunio.com/p/635645-0.jpg
Muheim,Switzerland,290 K,290000.0,7,https://st.clubcomunio.com/p/298603.jpg
E. Martínez,Uruguay,290 K,290000.0,7,https://st.clubcomunio.com/p/707447.jpg
Nematov,Uzbekistan,290 K,290000.0,7,https://st.clubcomunio.com/p/527866.jpg
Sadilek,Czech Republic,280 K,280000.0,7,https://st.clubcomunio.com/p/321204.jpg
Placide,Haiti,280 K,280000.0,7,https://st.clubcomunio.com/p/51035.jpg
Ogawa,Japan,280 K,280000.0,7,https://st.clubcomunio.com/p/351567.jpg
Romo,Mexico,280 K,280000.0,7,https://st.clubcomunio.com/p/532938-0.jpg
Kevin Pina,Cape Verde,280 K,280000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Degenek,Australia,270 K,270000.0,7,https://st.clubcomunio.com/p/187353-0.jpg
Italiano,Australia,270 K,270000.0,7,https://st.clubcomunio.com/p/545810.jpg
Millar,Canada,270 K,270000.0,7,https://st.clubcomunio.com/p/487417-0.jpg
Casimir,Haiti,270 K,270000.0,7,https://st.clubcomunio.com/p/763182-0.jpg
Deedson,Haiti,270 K,270000.0,7,https://st.clubcomunio.com/p/646108.jpg
Al-Hamadi,Iraq,270 K,270000.0,7,https://st.clubcomunio.com/p/610581.jpg
Al-Oui,Qatar,270 K,270000.0,7,https://st.clubcomunio.com/p/1054631.jpg
Zwane,South Africa,270 K,270000.0,7,https://st.clubcomunio.com/p/176578.jpg
Osorio,Canada,260 K,260000.0,7,https://st.clubcomunio.com/p/260807-0.jpg
Vozinha,Cape Verde,260 K,260000.0,7,https://st.clubcomunio.com/p/242277.jpg
Diney,Cape Verde,260 K,260000.0,7,https://st.clubcomunio.com/p/349570.jpg
Pico,Cape Verde,260 K,260000.0,7,https://st.clubcomunio.com/p/166158.jpg
Diakité,Ivory Coast,260 K,260000.0,7,https://st.clubcomunio.com/p/847279-0.jpg
Taniguchi,Japan,260 K,260000.0,7,https://st.clubcomunio.com/p/307870-0.jpg
E. Davis,Panama,260 K,260000.0,7,https://st.clubcomunio.com/p/121791.jpg
Blackman,Panama,260 K,260000.0,7,https://st.clubcomunio.com/p/440383.jpg
Al-Aqidi,Saudi Arabia,260 K,260000.0,7,https://st.clubcomunio.com/p/886183-0.jpg
Al-Amri,Saudi Arabia,260 K,260000.0,7,https://st.clubcomunio.com/p/509894-0.jpg
Rekik,Tunisia,260 K,260000.0,7,https://st.clubcomunio.com/p/578292-0.jpg
Dong-gyeong Lee,South Korea,260 K,260000.0,7,https://st.clubcomunio.com/p/558086.jpg
Til,Netherlands,260 K,260000.0,7,https://st.clubcomunio.com/p/372267.jpg
Ditta,Colombia,260 K,260000.0,7,https://st.clubcomunio.com/p/609255.jpg
Sigur,Canada,250 K,250000.0,7,https://st.clubcomunio.com/p/1045375.jpg
Jovane Cabral,Cape Verde,250 K,250000.0,7,https://st.clubcomunio.com/p/448466-0.jpg
Juninho Bacuna,Curacao,250 K,250000.0,7,https://st.clubcomunio.com/p/348863.jpg
Kastaneer,Curacao,250 K,250000.0,7,https://st.clubcomunio.com/p/240752.jpg
Mukau,DR Congo,250 K,250000.0,7,https://st.clubcomunio.com/p/1016015.jpg
Cipenga,DR Congo,250 K,250000.0,7,https://st.clubcomunio.com/p/700565.jpg
Banza,DR Congo,250 K,250000.0,7,https://st.clubcomunio.com/p/344869-0.jpg
De Roon,Netherlands,250 K,250000.0,7,https://st.clubcomunio.com/p/133179-2.jpg
Just,New Zealand,250 K,250000.0,7,https://st.clubcomunio.com/p/485672.jpg
Urunov,Uzbekistan,250 K,250000.0,7,https://st.clubcomunio.com/p/492556.jpg
Nasrullaev,Uzbekistan,250 K,250000.0,7,https://st.clubcomunio.com/p/608537.jpg
D. Livramento,Cape Verde,250 K,250000.0,7,https://st.clubcomunio.com/p/676411.jpg
D. Machado,Colombia,250 K,250000.0,7,https://st.clubcomunio.com/p/332560-0.jpg
Younis,Iraq,250 K,250000.0,7,https://st.clubcomunio.com/p/945266.jpg
Brenet,Curacao,240 K,240000.0,7,https://st.clubcomunio.com/p/207006.jpg
Gorre,Curacao,240 K,240000.0,7,https://st.clubcomunio.com/p/374889.jpg
Cerv,Czech Republic,240 K,240000.0,7,https://st.clubcomunio.com/p/611049.jpg
K. Sulemana,Ghana,240 K,240000.0,7,https://st.clubcomunio.com/p/746695-1.jpg
Kanaani,Iran,240 K,240000.0,7,https://st.clubcomunio.com/p/249400-0.jpg
Salah-Eddine,Morocco,240 K,240000.0,7,https://st.clubcomunio.com/p/485584.jpg
C. Waterman,Panama,240 K,240000.0,7,https://st.clubcomunio.com/p/177064.jpg
Velazquez,Paraguay,240 K,240000.0,7,https://st.clubcomunio.com/p/389399.jpg
Kaku,Paraguay,240 K,240000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Al Brake,Qatar,240 K,240000.0,7,https://st.clubcomunio.com/p/336665.jpg
Madibo,Qatar,240 K,240000.0,7,https://st.clubcomunio.com/p/336667-0.jpg
Jun-ho Bae,South Korea,240 K,240000.0,7,https://st.clubcomunio.com/p/912081.jpg
Zeneli,Sweden,240 K,240000.0,7,https://st.clubcomunio.com/p/715653.jpg
Mvogo,Switzerland,240 K,240000.0,7,https://st.clubcomunio.com/p/147051-0.jpg
Jaquez,Switzerland,240 K,240000.0,7,https://st.clubcomunio.com/p/539798.jpg
Bronn,Tunisia,240 K,240000.0,7,https://st.clubcomunio.com/p/450417-0.jpg
Bueno,Uruguay,240 K,240000.0,7,https://st.clubcomunio.com/p/438001-2.jpg
Khamrobekov,Uzbekistan,240 K,240000.0,7,https://st.clubcomunio.com/p/288915.jpg
Yusupov,Uzbekistan,240 K,240000.0,7,https://st.clubcomunio.com/p/311958.jpg
H. Johansson,Sweden,240 K,240000.0,7,https://st.clubcomunio.com/p/744853.jpg
Nuamah,Ghana,240 K,240000.0,7,https://st.clubcomunio.com/p/955070.jpg
Belaid,Algeria,230 K,230000.0,7,https://st.clubcomunio.com/p/625142.jpg
Razzaghinia,Iran,230 K,230000.0,7,https://st.clubcomunio.com/p/1051591.jpg
Aymen Hussein,Iraq,230 K,230000.0,7,https://st.clubcomunio.com/p/401054.jpg
Lafont,Ivory Coast,230 K,230000.0,7,https://st.clubcomunio.com/p/357117-0.jpg
Old,New Zealand,230 K,230000.0,7,https://st.clubcomunio.com/p/617021.jpg
F. Escobar,Panama,230 K,230000.0,7,https://st.clubcomunio.com/p/345716.jpg
Balbuena,Paraguay,230 K,230000.0,7,https://st.clubcomunio.com/p/285548-3.jpg
Edmilson Junior,Qatar,230 K,230000.0,7,https://st.clubcomunio.com/p/237846.jpg
Boushal,Saudi Arabia,230 K,230000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Al-Shehri,Saudi Arabia,230 K,230000.0,7,https://st.clubcomunio.com/p/242267-0.jpg
Gordon,Scotland,230 K,230000.0,7,https://st.clubcomunio.com/p/12589.jpg
Mudau,South Africa,230 K,230000.0,7,https://st.clubcomunio.com/p/450806.jpg
E. Smith,Sweden,230 K,230000.0,7,https://st.clubcomunio.com/p/292534.jpg
Fassnacht,Switzerland,230 K,230000.0,7,https://st.clubcomunio.com/p/250490.jpg
Itten,Switzerland,230 K,230000.0,7,https://st.clubcomunio.com/p/243856-0.jpg
Tounekti,Tunisia,230 K,230000.0,7,https://st.clubcomunio.com/p/539677.jpg
Oğuz Aydın,Turkey,230 K,230000.0,7,https://st.clubcomunio.com/p/563749.jpg
B. Rodríguez,Uruguay,230 K,230000.0,7,https://st.clubcomunio.com/p/465818-0.jpg
Gi-hyuk Lee,South Korea,230 K,230000.0,7,https://st.clubcomunio.com/p/763349-0.jpg
Mechele,Belgium,220 K,220000.0,7,https://st.clubcomunio.com/p/236168-0.jpg
Sunjic,Bosnia-Herzegovina,220 K,220000.0,7,https://st.clubcomunio.com/p/226097-0.jpg
Sambo,Curacao,220 K,220000.0,7,https://st.clubcomunio.com/p/412937-0.jpg
Margaritha,Curacao,220 K,220000.0,7,https://st.clubcomunio.com/p/538958.jpg
Kakuta,DR Congo,220 K,220000.0,7,https://st.clubcomunio.com/p/74297-1.jpg
Porozo,Ecuador,220 K,220000.0,7,https://st.clubcomunio.com/p/491616-0.jpg
Fatouh,Egypt,220 K,220000.0,7,https://st.clubcomunio.com/p/465966.jpg
Ghaedi,Iran,220 K,220000.0,7,https://st.clubcomunio.com/p/478192.jpg
Hussein Ali,Iraq,220 K,220000.0,7,https://st.clubcomunio.com/p/585325.jpg
El Ouahdi,Morocco,220 K,220000.0,7,https://st.clubcomunio.com/p/239291.jpg
Bárcenas,Panama,220 K,220000.0,7,https://st.clubcomunio.com/p/283473-1.jpg
Cubas,Paraguay,220 K,220000.0,7,https://st.clubcomunio.com/p/323872.jpg
Hyam,Scotland,220 K,220000.0,7,https://st.clubcomunio.com/p/263268.jpg
Patterson,Scotland,220 K,220000.0,7,https://st.clubcomunio.com/p/424015-0.jpg
Sithole,South Africa,220 K,220000.0,7,https://st.clubcomunio.com/p/401736.jpg
Mahmoud,Tunisia,220 K,220000.0,7,https://st.clubcomunio.com/p/673513.jpg
Saad,Tunisia,220 K,220000.0,7,https://st.clubcomunio.com/p/526466.jpg
Mert Günok,Turkey,220 K,220000.0,7,https://st.clubcomunio.com/p/51894.jpg
Abdelkarim,Egypt,220 K,220000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
